Search Link,Date collected,Name,Gender,Origin
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Agapetos,m,Ancient Greek
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Agapetus,m,Ancient Greek (Latinized)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Agapios,m,"Greek, Ancient Greek"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Agapito,m,"Spanish, Italian (Rare)"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Agapitos,m,Greek
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Agathangelos,m,Late Greek
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Agathinos,m,Ancient Greek
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aabraham,m,Finnish (Rare)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aadan,m,"Eastern African, Somali"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aadolf,m,Finnish (Rare)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aage,m,"Danish, Norwegian"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aali,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aamadu,m,"Western African, Fula"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,'Aamir,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aamir 1,m,"Arabic, Urdu"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aamir 2,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aang,m,Popular Culture
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aapeli,m,Finnish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aapo,m,Finnish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aaren,m & f,English (Rare)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aarne,m,"Finnish, Estonian"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aaro,m,"Finnish, Estonian"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aarón,m,"Spanish, Biblical Spanish"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aaron,m,"English, French, German, Finnish, Jewish, Biblical, Biblical Latin, Biblical Greek"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aart,m,Dutch
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aatami,m,Finnish (Rare)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aatos,m,Finnish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aatto,m,Finnish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aatu,m,Finnish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abacuc,m,Biblical Latin
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abaddon,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abbán,m,Irish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,'Abbas,m,"Arabic, Persian"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abbas,m,"Arabic, Persian, Urdu"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abbe,m,Frisian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Aziz,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Hamid,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Kader,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Karim,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd Allah,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Latif,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Majid,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Malik,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Qadir,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Rahim,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Rahman,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Rashid,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd al-Wali,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abd ar-Rahman,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdelaziz,m,Arabic (Maghrebi)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdelhamid,m,Arabic (Maghrebi)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdelkader,m,Arabic (Maghrebi)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdellatif,m,Arabic (Maghrebi)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdelmajid,m,Arabic (Maghrebi)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abderrahim,m,Arabic (Maghrebi)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abderrahmane,m,Arabic (Maghrebi)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdias,m,Biblical Latin
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdiel,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdiou,m,Biblical Greek
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdolhossein,m,Persian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdollah,m,Persian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdolreza,m,Persian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdou,m,"Western African, Northern African"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdoul,m,Western African
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdoulaye,m,Western African
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abduh,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdul,m,"Arabic, Urdu, Punjabi, Pashto, Uzbek, Bengali, Indonesian, Malay"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdulah,m,Bosnian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdul-Aziz,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdul-Hamid,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdülhamit,m,Turkish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdülkadir,m,Turkish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdülkerim,m,Turkish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdulla,m,"Uzbek, Azerbaijani, Dhivehi, Uyghur, Arabic"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdullaahi,m,"Western African, Fula"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdullah,m,"Arabic, Turkish, Malay, Indonesian"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdüllatif,m,Turkish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdullo,m,"Tajik, Uzbek"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdullohi,m,Tajik
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdul-Rahman,m,"Arabic, Malay"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdurakhman,m,Chechen
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdur-Rahim,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdur-Rahman,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abdur-Rashid,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abduweli,m,Uyghur
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abe 1,m,English
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abe 2,m,"Frisian, Dutch"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abednego,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Ábel,m,Hungarian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abel,m,"English, French, Spanish, Portuguese, Georgian, Biblical, Biblical Latin, Biblical Greek"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abele,m,Italian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abenner,m,Biblical Greek
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abessa,m,Biblical Greek
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abessalom,m,Biblical Greek
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abhay,m,"Indian, Hindi, Marathi"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abhijeet,m,"Indian, Hindi, Marathi, Bengali"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abhijit,m,"Indian, Hindi, Marathi, Bengali"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abhilash,m,"Indian, Malayalam, Hindi"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abhinav,m,"Indian, Hindi, Marathi, Kannada, Telugu"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abhishek,m,"Indian, Hindi, Marathi, Gujarati, Punjabi, Bengali, Kannada, Telugu, Malayalam, Tamil"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abia,m & f,"Biblical Latin, Biblical Greek"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abiah,m & f,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abiathar,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abidan,m,"Biblical, Biblical Latin, Biblical Greek"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abidemi,m,"Western African, Yoruba"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abiel,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abihu,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abijah,m & f,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abílio,m,Portuguese
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abilio,m,Spanish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abimael,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abimbola,m & f,"Western African, Yoruba"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abimelech,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abiodun,m & f,"Western African, Yoruba"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abioye,m,"Western African, Yoruba"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abiram,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abisai,m,Biblical Latin
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abishai,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abner,m,"English, Biblical, Biblical Latin"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abolfazl,m,Persian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aboubacar,m,Western African
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abraam,m,"Biblical Greek, Georgian"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abraão,m,Portuguese
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Ábrahám,m,Hungarian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abraham,m,"English, Hebrew, Spanish, French, Dutch, German, Swedish, Norwegian, Danish, Biblical, Biblical Latin"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abram 1,m,"English, Biblical"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abram 2,m,"Russian, Georgian"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abramo,m,Italian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abrar,m,"Arabic, Urdu"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abrasha,m,Russian (Rare)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Absalom,m,"Biblical, Biblical Latin"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abu,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abu al-Fadl,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abubakar,m,"Western African, Hausa, Fula"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abu Bakr,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Abul-Fazl,m,Arabic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aca,m,"Serbian, Macedonian"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Acacius,m,Ancient Greek (Latinized)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Ace 1,m,English
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Ace 2,m,Macedonian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achaab,m,Biblical Greek
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achab,m,Biblical Latin
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achaicus,m,"Biblical, Biblical Latin"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achaikos,m,"Biblical Greek, Ancient Greek"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achan,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achard,m,Old Norman
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,'Ach'av,m,Biblical Hebrew
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Acheloios,m,Greek Mythology
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achelous,m,Greek Mythology (Latinized)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achille,m,"French, Italian"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achilleas,m,Greek
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achilles,m,"Greek Mythology (Latinized), Ancient Greek (Latinized)"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achilleus,m,"Greek Mythology, Ancient Greek"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achim 1,m,German
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Achim 2,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Acke,m,Swedish
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Aco,m,"Macedonian, Serbian"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Ad,m,"Dutch, Limburgish"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adad,m,Semitic Mythology
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adad-Nirari,m,Ancient Assyrian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adair,m & f,English (Rare)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adalberht,m,Ancient Germanic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adalbern,m,Ancient Germanic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adalbert,m,"Ancient Germanic, German"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adalberto,m,"Italian, Spanish, Portuguese"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adalfarus,m,Ancient Germanic (Latinized)
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adalfuns,m,Ancient Germanic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adalhard,m,Ancient Germanic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adalia,m,Biblical
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adalwin,m,Ancient Germanic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adalwolf,m,Ancient Germanic
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,'Adalya',m,Biblical Hebrew
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Ádám,m,Hungarian
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adam,m,"English, French, German, Polish, Dutch, Swedish, Norwegian, Danish, Czech, Slovak, Russian, Ukrainian, Croatian, Serbian, Macedonian, Romanian, Catalan, Greek, Hebrew, Arabic, Georgian, Biblical, Biblical Latin, Biblical Greek, Biblical Hebrew"
https://www.behindthename.com/names/gender/masculine/1,2021-05-03,Adamo,m,Italian
